country,location_name,latitude,longitude,air_quality
Haiti,Port-Au-Prince,18.54,-72.34,24.3
Vatican City,Vatican City,41.9,12.45,3.5
Honduras,Tegucigalpa,14.1,-87.22,0.8
Hungary,Budapest,47.5,19.08,5.1
Iceland,Hella,63.83,-20.4,0.5
India,New Delhi,28.6,77.2,598.3
Indonesia,Jakarta,-6.21,106.85,434.9
Iran,Tehran,35.73,51.33,22.1
Iraq,Baghdad,33.34,44.39,32.3
Ireland,Dublin,53.33,-6.25,1.4
Israel,Jerusalem,31.78,35.23,21.3
Italy,Rome,41.9,12.48,3.5
Jamaica,Norman Gardens,17.97,-76.75,4.1
Japan,Tokyo,35.69,139.69,3.3
Jordan,Amman,31.95,35.93,22.6
Kazakhstan,Astana,51.18,71.43,1.4
Kenya,Nairobi,-1.28,36.82,7.7
Kiribati,Tarawa,-0.88,169.53,1.5
Kuwait,Kuwait City,29.37,47.96,40.7
Kyrghyzstan,Bishkek,42.87,74.6,4.2
Indonesia,Laos,-8.18,114.32,17.7
Latvia,Riga,56.95,24.1,3.3
Lebanon,Beirut,33.87,35.51,25.2
Lesotho,Maseru,-29.32,27.48,20.7
Liberia,Monrovia,6.31,-10.8,1.1
Thailand,Nan,18.78,100.78,13.7
Liechtenstein,Vaduz,47.13,9.52,2.8
Lithuania,Vilnius,54.68,25.32,3
Luxembourg,Luxembourg,49.61,6.13,2.3
Madagascar,Antananarivo,-18.92,47.52,2
Malawi,Lilongwe,-13.98,33.78,11
Malaysia,Kuala Lumpur,3.17,101.7,10.7
Maldives,Farukolhufunadhoo,6.15,73.27,0.5
Mali,Bamako,12.65,-8,10.3
Malta,Valletta,35.9,14.51,3.1
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,24.2
Mauritius,Port Louis,-20.16,57.5,3.8
Mexico,Mexico City,19.43,-99.13,23.9
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,0.5
Monaco,Monaco,43.73,7.42,3.7
Mongolia,Ulaanbaatar,47.92,106.92,0.7
Montenegro,Podgorica,42.44,19.26,34.9
Morocco,Rabat,34.03,-6.84,8.4
Mozambique,Maputo,-25.97,32.59,25.5
Myanmar,Pathein,16.78,94.73,2.4
Namibia,Windhoek,-22.57,17.08,8.9
Turkey,Yaren,39.55,27.62,39.1
Nepal,Kathmandu,27.72,85.32,45.1
Netherlands,Amsterdam,52.37,4.89,3.4
New Zealand,Wellington,-41.3,174.78,0.7
Nicaragua,Managua,12.15,-86.27,2.4
Niger,Niamey,13.52,2.12,16
Nigeria,Abuja,9.18,7.18,15.4
North Korea,Pyongyang,39.02,125.75,10
Macedonia,Skopje,42,21.43,26.9
Norway,Oslo,59.92,10.75,2.6
Oman,Muscat,23.61,58.59,27.4
Pakistan,Islamabad,33.7,73.17,79.1
Palau,Adkip,7.36,134.51,3.4
Bolivia,National,-11.18,-67.08,6.3
Panama,Panama City,8.97,-79.53,2.1
Papua New Guinea,Port Moresby,-9.46,147.19,2.8
Paraguay,Carreria,-21.55,-58.12,18.9
Peru,Lima,-12.05,-77.05,5
Philippines,Manila,14.6,120.98,76
Poland,Warsaw,52.25,21,5
Portugal,Lisbon,38.72,-9.13,3.4
Qatar,Doha,25.29,51.53,55.1
Romania,Bucharest,44.43,26.1,12.2
Russia,Moscow,55.75,37.62,8.3
Rwanda,Kigali,-1.95,30.06,30.8
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2.5
Saint Lucia,Castries,14,-61,2.3
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2.5
Samoa,Apia,-13.83,-171.73,6.7
San Marino,San Marino,43.93,12.45,3.4
Belgium,'S-Gravenwezel,51.27,4.55,4.2
Saudi Arabia,Riyadh,24.64,46.77,41.6
Senegal,Dakar,14.67,-17.44,24.5
Serbia,Belgrade,44.8,20.47,10.8
Seychelles Islands,Victoria,-4.62,55.45,7.7
Sierra Leone,Freetown,8.49,-13.23,2.8
Singapore,Singapore,1.29,103.86,60.4
Slovakia,Bratislava,48.15,17.12,2.9
Slovenia,Ljubljana,46.06,14.51,0.6
Solomon Islands,Honiara,-9.43,159.95,2
Somalia,Mogadishu,2.07,45.37,7
South Africa,Pretoria,-25.75,28.19,18.1
South Korea,Seoul,37.57,127,5
Sudan,Juba,12.15,24.45,33.6
Spain,Madrid,40.4,-3.68,20.4
Sri Lanka,Colombo,6.93,79.85,1.4
Sudan,Khartoum,15.59,32.53,44.2
Suriname,Paramaribo,5.83,-55.17,4
Sweden,Stockholm,59.33,18.05,1.5
Switzerland,Bern,46.92,7.47,11.5
Syria,Damascus,33.5,36.3,22.1
Tajikistan,Dushanbe,38.56,68.77,8.5
Tanzania,Dodoma,-6.18,35.75,3
Thailand,Bangkok,13.75,100.52,405.9
Timor-Leste,Dili,-8.56,125.57,9.4
Bulgaria,Lom,43.81,23.24,22.5
Tonga,Nuku`Aloia,-21.13,-175.2,7
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2.9
Tunisia,Tunis,36.8,10.18,2.3
Turkey,Ankara,39.93,32.86,20.5
Turkmenistan,Ashgabat,37.95,58.38,11.5
Tuvalu,Funafuti,-8.52,179.22,0.5
Uganda,Kampala,0.32,32.57,19.6
Ukraine,Kyiv,50.43,30.52,13.5
United Arab Emirates,Abu Dhabi,24.47,54.37,43.9
United Kingdom,London,51.52,-0.11,2.5
United States of America,Washington Park,46.6,-120.49,2.8
Uruguay,Montevideo,-34.86,-56.17,6.5
Uzbekistan,Tashkent,41.32,69.25,5.6
Vanuatu,Port Vila,-17.73,168.32,2.4
Venezuela,Caracas,10.5,-66.92,31.9
Vietnam,Hanoi,21.03,105.85,94.6
Yemen,Sanaa,15.35,44.21,48.4
Zambia,Lusaka,-15.42,28.28,12.2
Zimbabwe,Harare,-17.82,31.04,12.4
Afghanistan,Kabul,34.52,69.18,4
Albania,Tirana,41.33,19.82,3.7
Algeria,Algiers,36.76,3.05,2.4
Andorra,Andorra La Vella,42.5,1.52,2.2
Angola,Luanda,-8.84,13.23,8.9
Antigua and Barbuda,Saint John's,17.12,-61.85,2.4
Argentina,Buenos Aires,-34.59,-58.67,2.4
Armenia,Yerevan,40.18,44.51,4.7
Australia,Canberra,-35.28,149.22,6.6
Austria,Vienna,48.2,16.37,3
Azerbaijan,Baku,40.4,49.88,15.7
Bahamas,Nassau,25.08,-77.35,5.7
Bahrain,Manama,26.24,50.58,56
Bangladesh,Dhaka,23.72,90.41,15.7
Barbados,Bridgetown,13.1,-59.62,1.8
Belarus,Minsk,53.9,27.57,4
Belgium,Brussels,50.83,4.33,5.7
Belize,Belmopan,17.25,-88.77,1.5
Benin,Porto-Novo,6.48,2.62,5.7
Bhutan,Thimphu,27.48,89.6,2.1
Bolivia,Sucre,-19.04,-65.26,1.5
Bosnia and Herzegovina,Sarajevo,43.85,18.38,4.1
Botswana,Gaborone,-24.65,25.91,8.5
Brazil,Bras,-2.08,-58.17,5.7
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,1.7
Bulgaria,Sofia,42.68,23.32,5.8
Burkina Faso,Ouagadougou,12.37,-1.52,83.6
Burundi,Bujumbura,-3.38,29.36,33.9
Madagascar,Ivory,-24.37,46.45,2.5
Cape Verde,Praia,14.93,-23.51,14.2
Cambodia,Phnom Penh,11.55,104.92,145.3
Cameroon,Bafoussam,5.47,10.42,9.3
Canada,Ottawa,45.42,-75.7,1.2
Central African Republic,Bangui,4.37,18.58,0.5
Chad,N'djamena,12.11,15.05,8.8
Chile,Santiago,-33.45,-70.67,47.7
China,Beijing,39.93,116.39,147.8
Bulgaria,Bogot,43.32,24.7,9.2
Comoros,Moroni,-11.7,43.24,3.4
Congo,Brazzaville,-4.26,15.28,3.3
Costa Rica,San Juan,9.97,-84.08,17.8
Croatia,Zagreb,45.8,16,4.6
Cuba,Havana,23.13,-82.36,18.6
Cyprus,Nicosia,35.17,33.37,21.4
Czech Republic,Prague,50.08,14.47,8.2
Democratic Republic of Congo,Kinshasa,-4.3,15.3,3.3
Denmark,Copenhagen,55.67,12.58,4.6
Djibouti,Djibouti,11.6,43.15,46.1
Dominica,Roseau,15.3,-61.4,2.1
Dominican Republic,Santo Domingo,18.47,-69.9,5.4
Ecuador,Quito,-0.22,-78.5,19.8
Egypt,Cairo,30.05,31.25,20.2
El Salvador,San Salvador,13.71,-89.2,38.3
Equatorial Guinea,Malabo,3.75,8.78,0.9
Eritrea,Asmara,15.33,38.93,48.7
Estonia,Tallinn,59.43,24.73,0.6
Swaziland,Mbabane,-26.32,31.13,4.6
Ethiopia,Addis Ababa,9.03,38.7,96.3
Fiji Islands,Suva,-18.13,178.42,6.5
Finland,Helsinki,60.18,24.93,1.8
France,Paris,48.87,2.33,11.8
Gabon,Libreville,0.38,9.45,4.3
Gambia,Banjul,13.45,-16.58,10.5
Georgia,Tbilisi,41.73,44.79,24.6
Germany,Berlin,52.52,13.4,5.6
Ghana,Accra,5.55,-0.22,4.3
Greece,Athens,37.98,23.72,28.6
Grenada,Saint George's,12.05,-61.75,1.2
Guatemala,Guatemala City,14.62,-90.53,4.6
Guinea,Conakry,9.51,-13.71,4.1
Guinea-Bissau,Bissau,11.85,-15.58,2.2
Guyana,Georgetown,6.8,-58.17,2.5
Haiti,Port-Au-Prince,18.54,-72.34,4.6
Vatican City,Vatican City,41.9,12.45,1.3
Honduras,Tegucigalpa,14.1,-87.22,2.8
Hungary,Budapest,47.5,19.08,4.5
Iceland,Hella,63.83,-20.4,0.5
India,New Delhi,28.6,77.2,311
Indonesia,Jakarta,-6.21,106.85,906.4
Iran,Tehran,35.73,51.33,32.1
Iraq,Baghdad,33.34,44.39,27.4
Ireland,Dublin,53.33,-6.25,1.5
Israel,Jerusalem,31.78,35.23,15.3
Italy,Rome,41.9,12.48,1.3
Jamaica,Norman Gardens,17.97,-76.75,2.9
Japan,Tokyo,35.69,139.69,7.5
Jordan,Amman,31.95,35.93,15.4
Kazakhstan,Astana,51.18,71.43,1.8
Kenya,Nairobi,-1.28,36.82,7.4
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,35.4
Kyrghyzstan,Bishkek,42.87,74.6,4.1
Indonesia,Laos,-8.18,114.32,15.9
Latvia,Riga,56.95,24.1,2.1
Lebanon,Beirut,33.87,35.51,27
Lesotho,Maseru,-29.32,27.48,1.1
Liberia,Monrovia,6.31,-10.8,0.8
Thailand,Nan,18.78,100.78,12.2
Liechtenstein,Vaduz,47.13,9.52,7.2
Lithuania,Vilnius,54.68,25.32,1.9
Luxembourg,Luxembourg,49.61,6.13,6.5
Madagascar,Antananarivo,-18.92,47.52,4.8
Malawi,Lilongwe,-13.98,33.78,7.1
Malaysia,Kuala Lumpur,3.17,101.7,14.1
Maldives,Farukolhufunadhoo,6.15,73.27,0.5
Mali,Bamako,12.65,-8,13.3
Malta,Valletta,35.9,14.51,4.4
Marshall Islands,Majuro,7.1,171.38,0.8
Mauritania,Nouakchott,18.09,-15.98,34.6
Mauritius,Port Louis,-20.16,57.5,4.1
Mexico,Mexico City,19.43,-99.13,28.3
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,0.5
Monaco,Monaco,43.73,7.42,9.4
Mongolia,Ulaanbaatar,47.92,106.92,1.3
Montenegro,Podgorica,42.44,19.26,2.3
Morocco,Rabat,34.03,-6.84,10.4
Mozambique,Maputo,-25.97,32.59,18.9
Myanmar,Pathein,16.78,94.73,4.4
Namibia,Windhoek,-22.57,17.08,13.7
Turkey,Yaren,39.55,27.62,13.5
Nepal,Kathmandu,27.72,85.32,25.6
Netherlands,Amsterdam,52.37,4.89,9.6
New Zealand,Wellington,-41.3,174.78,1.4
Nicaragua,Managua,12.15,-86.27,6.3
Niger,Niamey,13.52,2.12,10.9
Nigeria,Abuja,9.18,7.18,5.1
North Korea,Pyongyang,39.02,125.75,10.2
Macedonia,Skopje,42,21.43,10.9
Norway,Oslo,59.92,10.75,2.3
Oman,Muscat,23.61,58.59,46.3
Pakistan,Islamabad,33.7,73.17,131.7
Palau,Adkip,7.36,134.51,5.6
Bolivia,National,-11.18,-67.08,4
Panama,Panama City,8.97,-79.53,5.4
Papua New Guinea,Port Moresby,-9.46,147.19,4.5
Paraguay,Carreria,-21.55,-58.12,18.1
Peru,Lima,-12.05,-77.05,6.6
Philippines,Manila,14.6,120.98,94.9
Poland,Warsaw,52.25,21,4.5
Portugal,Lisbon,38.72,-9.13,4.3
Qatar,Doha,25.29,51.53,42.6
Romania,Bucharest,44.43,26.1,11.6
Russia,Moscow,55.75,37.62,10.8
Rwanda,Kigali,-1.95,30.06,26.2
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2.2
Saint Lucia,Castries,14,-61,1.7
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2.4
Samoa,Apia,-13.83,-171.73,5
San Marino,San Marino,43.93,12.45,1.5
Belgium,'S-Gravenwezel,51.27,4.55,7.8
Saudi Arabia,Riyadh,24.64,46.77,38.4
Senegal,Dakar,14.67,-17.44,17
Serbia,Belgrade,44.8,20.47,7.8
Seychelles Islands,Victoria,-4.62,55.45,2.5
Sierra Leone,Freetown,8.49,-13.23,3.2
Singapore,Singapore,1.29,103.86,15.3
Slovakia,Bratislava,48.15,17.12,4.5
Slovenia,Ljubljana,46.06,14.51,3.5
Solomon Islands,Honiara,-9.43,159.95,1.2
Somalia,Mogadishu,2.07,45.37,4.8
South Africa,Pretoria,-25.75,28.19,14.6
South Korea,Seoul,37.57,127,10.3
Sudan,Juba,12.15,24.45,37.6
Spain,Madrid,40.4,-3.68,13.8
Sri Lanka,Colombo,6.93,79.85,2.7
Sudan,Khartoum,15.59,32.53,60.1
Suriname,Paramaribo,5.83,-55.17,2.1
Sweden,Stockholm,59.33,18.05,1.2
Switzerland,Bern,46.92,7.47,7.4
Syria,Damascus,33.5,36.3,55.8
Tajikistan,Dushanbe,38.56,68.77,8.4
Tanzania,Dodoma,-6.18,35.75,2.1
Thailand,Bangkok,13.75,100.52,907.8
Timor-Leste,Dili,-8.56,125.57,6.2
Bulgaria,Lom,43.81,23.24,7
Tonga,Nuku`Aloia,-21.13,-175.2,6.6
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2
Tunisia,Tunis,36.8,10.18,2.3
Turkey,Ankara,39.93,32.86,18.9
Turkmenistan,Ashgabat,37.95,58.38,11.9
Tuvalu,Funafuti,-8.52,179.22,1.2
Uganda,Kampala,0.32,32.57,17.3
Ukraine,Kyiv,50.43,30.52,14.2
United Arab Emirates,Abu Dhabi,24.47,54.37,58.5
United Kingdom,London,51.52,-0.11,4.3
United States of America,Washington Park,46.6,-120.49,1
Uruguay,Montevideo,-34.86,-56.17,2.2
Uzbekistan,Tashkent,41.32,69.25,15
Vanuatu,Port Vila,-17.73,168.32,17.3
Venezuela,Caracas,10.5,-66.92,23.4
Vietnam,Hanoi,21.03,105.85,112.7
Yemen,Sanaa,15.35,44.21,48.5
Zambia,Lusaka,-15.42,28.28,11
Zimbabwe,Harare,-17.82,31.04,22.5
Afghanistan,Kabul,34.52,69.18,17.1
Albania,Tirana,41.33,19.82,7.4
Algeria,Algiers,36.76,3.05,4.1
Andorra,Andorra La Vella,42.5,1.52,2.8
Angola,Luanda,-8.84,13.23,8.4
Antigua and Barbuda,Saint John's,17.12,-61.85,6.5
Argentina,Buenos Aires,-34.59,-58.67,2.8
Armenia,Yerevan,40.18,44.51,3.4
Australia,Canberra,-35.28,149.22,4.2
Austria,Vienna,48.2,16.37,17.4
Azerbaijan,Baku,40.4,49.88,11.6
Bahamas,Nassau,25.08,-77.35,9.6
Bahrain,Manama,26.24,50.58,50.2
Bangladesh,Dhaka,23.72,90.41,32.5
Barbados,Bridgetown,13.1,-59.62,5.3
Belarus,Minsk,53.9,27.57,15.3
Belgium,Brussels,50.83,4.33,14.1
Belize,Belmopan,17.25,-88.77,1
Benin,Porto-Novo,6.48,2.62,18
Bhutan,Thimphu,27.48,89.6,2.3
Bolivia,Sucre,-19.04,-65.26,2.7
Bosnia and Herzegovina,Sarajevo,43.85,18.38,16.8
Botswana,Gaborone,-24.65,25.91,10.4
Brazil,Bras,-2.08,-58.17,5.4
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2.1
Bulgaria,Sofia,42.68,23.32,10.5
Burkina Faso,Ouagadougou,12.37,-1.52,68
Burundi,Bujumbura,-3.38,29.36,42.2
Madagascar,Ivory,-24.37,46.45,0.9
Cape Verde,Praia,14.93,-23.51,7.3
Cambodia,Phnom Penh,11.55,104.92,45.4
Cameroon,Bafoussam,5.47,10.42,34.9
Canada,Ottawa,45.42,-75.7,0.5
Central African Republic,Bangui,4.37,18.58,4.4
Chad,N'djamena,12.11,15.05,15.4
Chile,Santiago,-33.45,-70.67,151.7
China,Beijing,39.93,116.39,208.4
Bulgaria,Bogot,43.32,24.7,14.3
Comoros,Moroni,-11.7,43.24,4.4
Congo,Brazzaville,-4.26,15.28,5
Costa Rica,San Juan,9.97,-84.08,14.7
Croatia,Zagreb,45.8,16,13
Cuba,Havana,23.13,-82.36,9.1
Cyprus,Nicosia,35.17,33.37,20.7
Czech Republic,Prague,50.08,14.47,17.8
Democratic Republic of Congo,Kinshasa,-4.3,15.3,5
Denmark,Copenhagen,55.67,12.58,5.1
Djibouti,Djibouti,11.6,43.15,13
Dominica,Roseau,15.3,-61.4,4
Dominican Republic,Santo Domingo,18.47,-69.9,7.6
Ecuador,Quito,-0.22,-78.5,17.9
Egypt,Cairo,30.05,31.25,22.6
El Salvador,San Salvador,13.71,-89.2,16.6
Equatorial Guinea,Malabo,3.75,8.78,1.3
Eritrea,Asmara,15.33,38.93,52.7
Estonia,Tallinn,59.43,24.73,1.6
Swaziland,Mbabane,-26.32,31.13,26.5
Ethiopia,Addis Ababa,9.03,38.7,35.1
Fiji Islands,Suva,-18.13,178.42,5.8
Finland,Helsinki,60.18,24.93,1.8
France,Paris,48.87,2.33,136.5
Gabon,Libreville,0.38,9.45,5.5
Gambia,Banjul,13.45,-16.58,10.9
Georgia,Tbilisi,41.73,44.79,22.6
Germany,Berlin,52.52,13.4,13.4
Ghana,Accra,5.55,-0.22,9.5
Greece,Athens,37.98,23.72,13.4
Grenada,Saint George's,12.05,-61.75,2.4
Guatemala,Guatemala City,14.62,-90.53,24.1
Guinea,Conakry,9.51,-13.71,2.9
Guinea-Bissau,Bissau,11.85,-15.58,1.9
Guyana,Georgetown,6.8,-58.17,0.9
Haiti,Port-Au-Prince,18.54,-72.34,10.9
Vatican City,Vatican City,41.9,12.45,6.3
Honduras,Tegucigalpa,14.1,-87.22,5.2
Hungary,Budapest,47.5,19.08,5.9
Iceland,Hella,63.83,-20.4,0.5
India,New Delhi,28.6,77.2,899.5
Indonesia,Jakarta,-6.21,106.85,545.1
Iran,Tehran,35.73,51.33,21.3
Iraq,Baghdad,33.34,44.39,35.9
Ireland,Dublin,53.33,-6.25,3
Israel,Jerusalem,31.78,35.23,15.7
Italy,Rome,41.9,12.48,6.3
Jamaica,Norman Gardens,17.97,-76.75,4.2
Japan,Tokyo,35.69,139.69,12
Jordan,Amman,31.95,35.93,12.3
Kazakhstan,Astana,51.18,71.43,8.6
Kenya,Nairobi,-1.28,36.82,17.6
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,42.7
Kyrghyzstan,Bishkek,42.87,74.6,3.6
Indonesia,Laos,-8.18,114.32,21.3
Latvia,Riga,56.95,24.1,4.7
Lebanon,Beirut,33.87,35.51,21.4
Lesotho,Maseru,-29.32,27.48,3
Liberia,Monrovia,6.31,-10.8,0.9
Thailand,Nan,18.78,100.78,17.1
Liechtenstein,Vaduz,47.13,9.52,26.3
Lithuania,Vilnius,54.68,25.32,4.7
Luxembourg,Luxembourg,49.61,6.13,13.4
Madagascar,Antananarivo,-18.92,47.52,8.6
Malawi,Lilongwe,-13.98,33.78,6
Malaysia,Kuala Lumpur,3.17,101.7,30.1
Maldives,Farukolhufunadhoo,6.15,73.27,0.9
Mali,Bamako,12.65,-8,61.2
Malta,Valletta,35.9,14.51,4.9
Marshall Islands,Majuro,7.1,171.38,0.8
Mauritania,Nouakchott,18.09,-15.98,16.8
Mauritius,Port Louis,-20.16,57.5,2.4
Mexico,Mexico City,19.43,-99.13,5.7
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,0.5
Monaco,Monaco,43.73,7.42,6.7
Mongolia,Ulaanbaatar,47.92,106.92,0.8
Montenegro,Podgorica,42.44,19.26,6.1
Morocco,Rabat,34.03,-6.84,10.4
Mozambique,Maputo,-25.97,32.59,9.8
Myanmar,Pathein,16.78,94.73,7.2
Namibia,Windhoek,-22.57,17.08,4.6
Turkey,Yaren,39.55,27.62,21.6
Nepal,Kathmandu,27.72,85.32,40.1
Netherlands,Amsterdam,52.37,4.89,15.3
New Zealand,Wellington,-41.3,174.78,0.5
Nicaragua,Managua,12.15,-86.27,2
Niger,Niamey,13.52,2.12,25
Nigeria,Abuja,9.18,7.18,8.6
North Korea,Pyongyang,39.02,125.75,185.5
Macedonia,Skopje,42,21.43,16.7
Norway,Oslo,59.92,10.75,6.9
Oman,Muscat,23.61,58.59,43.1
Pakistan,Islamabad,33.7,73.17,67.6
Palau,Adkip,7.36,134.51,4.9
Bolivia,National,-11.18,-67.08,1.3
Panama,Panama City,8.97,-79.53,5.5
Papua New Guinea,Port Moresby,-9.46,147.19,8
Paraguay,Carreria,-21.55,-58.12,9.3
Peru,Lima,-12.05,-77.05,5.7
Philippines,Manila,14.6,120.98,141.2
Poland,Warsaw,52.25,21,2.8
Portugal,Lisbon,38.72,-9.13,8.4
Qatar,Doha,25.29,51.53,52.8
Romania,Bucharest,44.43,26.1,14.2
Russia,Moscow,55.75,37.62,5.1
Rwanda,Kigali,-1.95,30.06,15.5
Saint Kitts and Nevis,Basseterre,17.3,-62.72,4.4
Saint Lucia,Castries,14,-61,4.7
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,6.4
Samoa,Apia,-13.83,-171.73,3.9
San Marino,San Marino,43.93,12.45,6.6
Belgium,'S-Gravenwezel,51.27,4.55,17
Saudi Arabia,Riyadh,24.64,46.77,46.2
Senegal,Dakar,14.67,-17.44,16.6
Serbia,Belgrade,44.8,20.47,14.4
Seychelles Islands,Victoria,-4.62,55.45,0.8
Sierra Leone,Freetown,8.49,-13.23,2.6
Singapore,Singapore,1.29,103.86,23.6
Slovakia,Bratislava,48.15,17.12,7.7
Slovenia,Ljubljana,46.06,14.51,14.6
Solomon Islands,Honiara,-9.43,159.95,1.5
Somalia,Mogadishu,2.07,45.37,3
South Africa,Pretoria,-25.75,28.19,42.3
South Korea,Seoul,37.57,127,19.9
Sudan,Juba,12.15,24.45,1.3
Spain,Madrid,40.4,-3.68,34.9
Sri Lanka,Colombo,6.93,79.85,2.9
Sudan,Khartoum,15.59,32.53,6.1
Suriname,Paramaribo,5.83,-55.17,1.5
Sweden,Stockholm,59.33,18.05,4.7
Switzerland,Bern,46.92,7.47,22.4
Syria,Damascus,33.5,36.3,38.6
Tajikistan,Dushanbe,38.56,68.77,7.7
Tanzania,Dodoma,-6.18,35.75,2.7
Thailand,Bangkok,13.75,100.52,79
Timor-Leste,Dili,-8.56,125.57,5.7
Bulgaria,Lom,43.81,23.24,15.8
Tonga,Nuku`Aloia,-21.13,-175.2,4.7
Trinidad and Tobago,Port Of Spain,10.65,-61.52,1.3
Tunisia,Tunis,36.8,10.18,4.2
Turkey,Ankara,39.93,32.86,12.1
Turkmenistan,Ashgabat,37.95,58.38,13.4
Tuvalu,Funafuti,-8.52,179.22,1
Uganda,Kampala,0.32,32.57,38.8
Ukraine,Kyiv,50.43,30.52,2.9
United Arab Emirates,Abu Dhabi,24.47,54.37,46
United Kingdom,London,51.52,-0.11,14.6
United States of America,Washington Park,46.6,-120.49,5.1
Uruguay,Montevideo,-34.86,-56.17,3
Uzbekistan,Tashkent,41.32,69.25,16.4
Vanuatu,Port Vila,-17.73,168.32,5.7
Venezuela,Caracas,10.5,-66.92,9.8
Vietnam,Hanoi,21.03,105.85,173.6
Yemen,Sanaa,15.35,44.21,31.2
Zambia,Lusaka,-15.42,28.28,12.3
Zimbabwe,Harare,-17.82,31.04,11.1
Afghanistan,Kabul,34.52,69.18,24.2
Albania,Tirana,41.33,19.82,11.2
Algeria,Algiers,36.76,3.05,5.2
Andorra,Andorra La Vella,42.5,1.52,2.4
Angola,Luanda,-8.84,13.23,8.5
Antigua and Barbuda,Saint John's,17.12,-61.85,3.6
Argentina,Buenos Aires,-34.59,-58.67,5.6
Armenia,Yerevan,40.18,44.51,4.1
Australia,Canberra,-35.28,149.22,8.6
Austria,Vienna,48.2,16.37,17.3
Azerbaijan,Baku,40.4,49.88,11.8
Bahamas,Nassau,25.08,-77.35,2
Bahrain,Manama,26.24,50.58,41.4
Bangladesh,Dhaka,23.72,90.41,37.8
Barbados,Bridgetown,13.1,-59.62,3.3
Belarus,Minsk,53.9,27.57,7.6
Belgium,Brussels,50.83,4.33,17.8
Belize,Belmopan,17.25,-88.77,1.2
Benin,Porto-Novo,6.48,2.62,11.6
Bhutan,Thimphu,27.48,89.6,1.9
Bolivia,Sucre,-19.04,-65.26,6.3
Bosnia and Herzegovina,Sarajevo,43.85,18.38,14.5
Botswana,Gaborone,-24.65,25.91,0.9
Brazil,Bras,-2.08,-58.17,6.2
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,3.8
Bulgaria,Sofia,42.68,23.32,11.4
Burkina Faso,Ouagadougou,12.37,-1.52,54.5
Burundi,Bujumbura,-3.38,29.36,42.8
Madagascar,Ivory,-24.37,46.45,0.7
Cape Verde,Praia,14.93,-23.51,10
Cambodia,Phnom Penh,11.55,104.92,64.7
Cameroon,Bafoussam,5.47,10.42,64.9
Canada,Ottawa,45.42,-75.7,0.5
Central African Republic,Bangui,4.37,18.58,7.4
Chad,N'djamena,12.11,15.05,30.6
Chile,Santiago,-33.45,-70.67,159.8
China,Beijing,39.93,116.39,121.2
Bulgaria,Bogot,43.32,24.7,12
Comoros,Moroni,-11.7,43.24,2.9
Congo,Brazzaville,-4.26,15.28,4.2
Costa Rica,San Juan,9.97,-84.08,21.6
Croatia,Zagreb,45.8,16,18.4
Cuba,Havana,23.13,-82.36,7.1
Cyprus,Nicosia,35.17,33.37,26.7
Czech Republic,Prague,50.08,14.47,14.4
Democratic Republic of Congo,Kinshasa,-4.3,15.3,4.2
Denmark,Copenhagen,55.67,12.58,18.4
Djibouti,Djibouti,11.6,43.15,16.3
Dominica,Roseau,15.3,-61.4,3.7
Dominican Republic,Santo Domingo,18.47,-69.9,5.7
Ecuador,Quito,-0.22,-78.5,22.8
Egypt,Cairo,30.05,31.25,25.8
El Salvador,San Salvador,13.71,-89.2,20.4
Equatorial Guinea,Malabo,3.75,8.78,2.4
Eritrea,Asmara,15.33,38.93,57.7
Estonia,Tallinn,59.43,24.73,6.4
Swaziland,Mbabane,-26.32,31.13,1.6
Ethiopia,Addis Ababa,9.03,38.7,108.3
Fiji Islands,Suva,-18.13,178.42,4
Finland,Helsinki,60.18,24.93,6.2
France,Paris,48.87,2.33,65.6
Gabon,Libreville,0.38,9.45,5.3
Gambia,Banjul,13.45,-16.58,1.4
Georgia,Tbilisi,41.73,44.79,16.6
Germany,Berlin,52.52,13.4,14.7
Ghana,Accra,5.55,-0.22,7.2
Greece,Athens,37.98,23.72,14.8
Grenada,Saint George's,12.05,-61.75,5.2
Guatemala,Guatemala City,14.62,-90.53,6.2
Guinea,Conakry,9.51,-13.71,0.6
Guinea-Bissau,Bissau,11.85,-15.58,1.9
Guyana,Georgetown,6.8,-58.17,1
